abcsissa,precision_mean,precision_std,recall_mean,recall_std
0.02069919709045778,0.0,0.0,0.0,0.0
0.04875340979397999,0.0,0.0,0.0,0.0
0.02724956034185687,0.0,0.0,0.0,0.0
0.03407497377295703,0.0,0.0,0.0,0.0
0.01444256487321753,0.0,0.0,0.0,0.0
0.07257304562870873,0.0,0.0,0.0,0.0
0.06442984662034186,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0.08085586977681382,0.0,0.0,0.0,0.0
0.05648247144971155,0.0,0.0,0.0,0.0
0.09795264718668976,0.0,0.0,0.0,0.0
0.08932810473756746,0.0,0.0,0.0,0.0
0.04124309726720158,0.0,0.0,0.0,0.0
0.00847867126218693,0.0,0.0,0.0,0.0
0.1067714928780041,0.0,0.0,0.0,0.0
0.115785157775559,0.0,0.0,0.0,0.0
0.184180121609546,0.0,0.0,0.0,0.0
0.1343519707354945,0.0,0.0,0.0,0.0
0.2279196138163445,0.0,0.0,0.0,0.0
0.2166393115463836,0.0,0.0,0.0,0.0
0.1249670425945567,0.0,0.0,0.0,0.0
0.2753302857896892,0.0,0.0,0.0,0.0
0.1947754587013036,0.0,0.0,0.0,0.0
0.2631217767939004,0.0,0.0,0.0,0.0
0.1439126312863969,0.0,0.0,0.0,0.0
0.1738161159798937,0.0,0.0,0.0,0.0
0.2511351436218341,0.0,0.0,0.0,0.0
0.2393961553637096,0.0,0.0,0.0,0.0
0.2878221732472351,0.0,0.0,0.0,0.0
0.1536851954168442,0.0,0.0,0.0,0.0
0.2056101317139743,0.0,0.0,0.0,0.0
0.1636399133214082,0.0,0.0,0.0,0.0
0.3005522536851158,0.0,0.0,0.0,0.0
0.353553515130844,0.0,0.0,0.0,0.0
0.3778548462947648,0.0,0.0,0.0,0.0
0.3402431405552181,0.0,0.0,0.0,0.0
0.3884325289826553,0.0,0.0,0.0,0.0
0.4344725237620121,0.0,0.0,0.0,0.0
0.3981058459391542,0.0,0.0,0.0,0.0
0.3135293879508489,0.0,0.0,0.0,0.0
0.3268067260745725,0.0,0.0,0.0,0.0
0.4067972232053819,0.0,0.0,0.0,0.0
0.4219805251307858,0.0,0.0,0.0,0.0
0.3662590677381747,0.0,0.0,0.0,0.0
0.4447705218472457,0.0,0.0,0.0,0.0
0.4147817897378231,0.0,0.0,0.0,0.0
0.4398170637951847,0.0,0.0,0.0,0.0
0.4285202731316989,0.0,0.0,0.0,0.0
0.4532667390523739,0.0,0.0,0.0,0.0
0.4491705355359698,0.0,0.0,0.0,0.0
0.4632785571138946,0.16333333333333333,0.32675168961562645,0.1,0.30000000000000004
0.4710542624827957,0.36135786273529896,0.4432147422684061,0.18571428571428572,0.37279966716285395
0.4686585071652281,0.17222222222222222,0.3464547072815303,0.19130434782608696,0.38310244820714234
0.4601759933114536,0.07142857142857142,0.2142857142857143,0.1,0.20000000000000004
0.4661452224189588,0.08,0.24000000000000002,0.1,0.30000000000000004
0.4755943520843441,0.28244444444444444,0.4322761463077354,0.16576086956521738,0.3321648253081935
0.4569697702871844,0.07777777777777778,0.23333333333333334,0.0,0.0
0.4815298267681945,0.5072672672672673,0.41672202086452864,0.25743589743589745,0.4024043452396092
0.477595197248724,0.16111111111111112,0.3224615969095878,0.5075115309408788,0.4210603737794065
0.4833369596225703,0.4401897951229764,0.4435808443430304,0.490625,0.4913410380021192
0.4795960054851082,0.29151785714285716,0.36155075618572474,0.5438081273565144,0.44613617294071506
0.4850842443097722,0.1792924528301887,0.3588119494121396,0.6073068598068598,0.4074717279822383
0.4868219410229009,0.6560496826967633,0.43014776807905764,0.4307368189565122,0.43098296521276286
0.4734230149860538,0.3499245326831534,0.4333202562033234,0.07727272727272727,0.2318181818181818
0.4899956190646461,0.6812592592592592,0.18985296454927467,0.9384767565397445,0.06701648418029102
0.4929995306259274,0.791754043944611,0.07879612944229848,0.9857142857142858,0.04285714285714287
0.4915355531146781,0.7600555368253288,0.15233618127273668,0.9342713699999058,0.08778688669701575
0.4957501727472284,0.9109999999999999,0.033301651610693435,1.0,0.0
0.504211564011344,1.0,0.0,1.0,0.0
0.4943796847701009,0.8351176470588235,0.058050240738751376,0.9902439024390244,0.029268292682926824
0.488455999342307,0.4281519981519981,0.44830368818796573,0.766376050306283,0.3842714621832652
0.4970516152747042,0.9729999999999999,0.02051828452868321,1.0,0.0
0.5030434637694089,1.0,0.0,1.0,0.0
0.5007023606914568,1.0,0.0,1.0,0.0
0.5018724770670737,1.0,0.0,1.0,0.0
0.4995104946781995,1.0,0.0,1.0,0.0
0.4982859110637386,0.9950000000000001,0.0050000000000000044,1.0,0.0
0.5053781717598436,1.0,0.0,1.0,0.0
0.5077130689015826,1.0,0.0,1.0,0.0
0.5065459436305716,1.0,0.0,1.0,0.0
0.5123707811021337,1.0,0.0,1.0,0.0
0.5112066002695136,1.0,0.0,1.0,0.0
0.5088780855363779,1.0,0.0,1.0,0.0
0.5100422645693309,1.0,0.0,1.0,0.0
0.5170241029447149,1.0,0.0,1.0,0.0
0.5146975426435169,1.0,0.0,1.0,0.0
0.5216759838699934,0.999,0.0030000000000000022,1.0,0.0
0.5135343460957491,1.0,0.0,1.0,0.0
0.5181873804099968,1.0,0.0,1.0,0.0
0.5205132214534522,1.0,0.0,1.0,0.0
0.5251714409434964,0.998,0.0040000000000000036,1.0,0.0
0.5193504041217993,1.0,0.0,1.0,0.0
0.5240015955534855,0.998,0.0040000000000000036,1.0,0.0
0.5158607648266545,1.0,0.0,1.0,0.0
0.522838772279698,0.998,0.0040000000000000036,1.0,0.0
0.5263632452624073,0.998,0.0040000000000000036,1.0,0.0
0.5287766529237132,0.9950000000000001,0.006708203932499375,1.0,0.0
0.5311900555351567,0.993,0.006403124237432854,1.0,0.0
0.527569966669258,0.9960000000000001,0.00489897948556636,1.0,0.0
0.5349323749528359,0.99,0.006324555320336764,1.0,0.0
0.5362899766000385,0.985,0.010246950765959608,1.0,0.0
0.5299833440438736,0.9940000000000001,0.006633249580710806,1.0,0.0
0.5336268540859525,0.993,0.006403124237432854,1.0,0.0
0.5323967798218254,0.993,0.006403124237432854,1.0,0.0
0.5390051408676416,0.9790000000000001,0.013000000000000012,1.0,0.0
0.5376475577555301,0.9810000000000001,0.013000000000000012,1.0,0.0
0.5430982664783573,0.9620000000000001,0.015999999999999986,1.0,0.0
0.5403627351470048,0.9770000000000001,0.011874342087037928,1.0,0.0
0.5417203372151477,0.967,0.018466185312619374,1.0,0.0
0.5461917408133796,0.951,0.01445683229480095,1.0,0.0
0.5445955134712518,0.9560000000000001,0.015620499351813297,1.0,0.0
